고유번호,문법번호,영어예문,번역문,질문,관련문,참조문,출처
639,10201030400,I should be glad to live with you.,당신과 함께 살 수 있다면 나는 기쁠 것이다.,"""to live""가 [살 수 있다면]으로 조건이나 가정으로 번역되었습니까?",,,문법책-Hornby
640,10201030500,She will grow up to be a fine woman.,그녀는 성장해서 멋진 여성이 되었다.,[성장하다]와 [멋진 여성이 되다]가 [∼하니 ∼하였다] 또는 [∼해서 ∼하였다]로 계속되는 동작으로 번역되었습니까?,,,문법책-Hornby
641,10201030500,"He worked very hard, only to fail in business.",그는 열심히 일했지만 결국 사업에 실패한데 지나지 않았다.,"“only to fail""이 [결국 실패한데 지나지 않았다]로 결과로 번역되었습니까?",,,문법책-Hornby
642,10201030500,She turned around to see the door opening.,그녀는 주위를 돌아보자 마자 문이 열려있는 것을 알았다.,"""turned around to see""가 [돌아보자 알았다]로, 결과처럼 번역되었습니까?",,,문법책-Hornby
643,10201040000,He appeared to buy the book.,그는 책을 사는 것처럼 보였다.,"“to buy""가 [사는 것처럼 보였다]로 [사다]와 [보이다]가 동시에 일어난 사건으로 번역되었습니까?",,,문법책-Hornby
644,10201050000,He worked so hard as to be successful in business.,그는 열심히 일했기 때문에 사업에서 성공하였다.,"""worked so hard as to be successful""이 [열심히 일했기 때문에 성공했다]로 [열심히 일했던] 것이 [성공했다]의 이유로 번역되었습니까?",,,문법책-Hornby
645,10201050000,You are too old to run.,당신은 너무 늙어서 달릴 수 없다.,"""too old to run""이 [너무 늙어서 달릴 수 없다]로 [늙은 것]이 [달릴 수 없다]의 원인으로 번역되었습니까?",,,문법책-Hornby
646,10201050000,Mary speaks clearly enough to be understood by everybody.,메리는 모두가 이해할 수 있을 정도로 확실한 말투로 말한다.,"[∼하는데 충분할 정도로 ∼이다]라고 하는, 정도의 표현으로 번역되었습니까?",,,문법책-Hornby
647,10201050000,He shouted so loud as to have a sore throat.,그는 목이 아플 만큼 큰 소리로 외쳤다.,[목이 아플 정도로 큰 소리로]의 의미로 번역되었습니까?,,,문법책-Hornby
648,10201050000,The problem is too difficult for me to solve.,그 문제는 너무나 어렵기 때문에 나는 해결할 수 없다.,[너무 어려웠기 때문에 해결할 수 없다]의 의미로 번역되었습니까?,,,문법책-Hornby
649,10201050000,This machine is small enough to carry around at all times.,이 기계는 항상 휴행(携行)할 수 있을 정도로 작다.,[항상 휴행할 수 있을 정도로]의 의미로 번역되었습니까?,,,문법책-Hornby
650,10201050000,He went out in order to play.,그는 놀기 위해 외출했다.,"“in order to play""가 [놀기 위해]로, 주동사의 목적을 나타내는 부정사로 번역되었습니까?",,,문법책-Hornby
651,10201060000,His death made her cry.,그의 죽음이 그녀를 울렸다.,"“made her cry""가 [그녀를 울렸다]로 번역되었습니까?",,,문법책-Hornby
652,10201060000,I felt the leaf tremble in the wind.,나는 잎이 바람에 흔들리는 것을 느꼈다.,"""felt the leaf tremble""이 [잎이 흔들리는 것을 느꼈다]로 번역되었습니까?",,,문법책-Hornby
653,10201060000,You had better see a doctor.,당신은 의사에게 가는 편이 좋다.,"""had better see a doctor""가 [의사에게 가는 편이 좋다]로 번역되었습니까?",,,문법책-Hornby
654,10201070000,I opened the door for her to enter.,나는 그녀가 들어갈 수 있도록 문을 열었다.,[그녀]가 [들어가다]의 주어가 되도록 번역되었습니까?,,,문법책-Hornby
655,10201070000,It is natural for him to get angry.,그가 화내는 것은 당연하다.,[그]가 [화내다]의 주어가 되도록 번역되었습니까?,,,문법책-Hornby
656,10201070000,Twenty miles is a good distance for him to walk in a day.,20 마일은 그가 꼬박하루에 걷기에 좋은 거리이다.,"""for him to walk""가 [그가 걷기에]와 같이 ""for him""이 주어처럼  번역이 되었습니까?",,,문법책-성문기본
657,10201070000,"For durable peace to be established, we need a fundamental basis of mutual understanding.","지속적인 평화가 확립되기 위해서, 우리는 상호간의 이해라는 근본적인 기초를 필요로 한다.","""For durable peace""가 [지속적인 평화가]로 문장의 주어로 번역이 되었습니까?",,,문법책-맨투맨
658,10202010100,Her teacher thought she should try experiments using music.,그녀의 선생은 그녀가 음악을 이용한 실험을 해 보아야 한다고 생각했다.,"""experiments using music""이[음악을 이용한 실험]으로 번역되었습니까?",,,영어교과서-고교ii-a-1
659,10202010100,The following passage tells you something about the history of the United States.,다음 글은 미합중국의 역사에 관한 것을 이야기해 준다.,"""following""이 [다음에 오는]의 의미로 현재분사로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
660,10202010100,The plants growing in silence were straight and grew well.,정적속에서 자라난 식물은 곧고 잘 자랐다.,"""growing in silence""가 [정적속에서 자란 식물]로 ""the plants""를 수식하는 것으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
661,10202010100,I know a person working for that company.,나는 그 회사에서 일하고 있는 사람을 알고 있다.,"""person""이 [그 회사에서 일하고 있는 사람]으로 [일하다]의 의미상의 주어로 번역되었습니까?",,,문법책-Hornby
662,10202010100,"It should be a direct feeling, springing naturally from a healthy soul.",그것은 건강한 사람에게서  자연스럽게 발생하는 솔직한 감정이어야 한다.,"""feeling, springing""  [발생하는 감정]으로 ""springing""이 ""feeling""을  수식하는 형태로 번역이 되었습니까?",,,문법책-맨투맨
663,10202010100,A strange lady giving an address in Zurich wrote him a proposal., 발신인 주소를 쮜리히로 적은 어떤 낯선 여인이  그에게 청혼 편지를 보냈다.,"""A strange  lady giving  an address ""  [주소를 적은 낯선 여인]으로  [낯선 여인]을 수식하도록 번역되었습니까?",,,문법책-맨투맨
664,10202010100,He saw the brown and drying leaves at his feet.,그는 자기 발 아래에 있는 갈색의 마른 잎을  보았다.," ""drying leaves""가  [마른 잎]으로 번역이 되었습니까?",,,문법책-맨투맨
665,10202010200,The dying are more valuable than the living.,죽어가는 자는 살아있는 자보다 귀중하다.,"""the dying""이 [죽어가는 자], ""the living""이 [살아있는 자]로, 복수명사로 번역되었습니까?",,,문법책-Hornby
666,10202010300,"""In that air-raid shelter. Hide in there until we call you. No one will come to our house looking for you.""",저 방공호 안으로. 우리가 부를 때까지 거기에 숨어 있어요. 어느 누구도 당신들을 찾으러 우리집에는 오지 않을 테니까.,"""looking for""가 [찾으려고]로 분사의 부사적 용법으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
667,10202010300,It is freezing cold today.,오늘은 얼 듯이 춥다.,"""is freezing cold""가 [얼 듯이 춥다]로 [춥다]를 수식하도록 번역되었습니까?",,,문법책-Hornby
668,10202010400,"Considering his age, he is very active.",나이를 생각하면 그는 아주 건강하다.,"""considering""이 [∼을 생각하면]으로 번역되었습니까?",,,문법책-Hornby
669,10202020100,"""Irene,"" she said in a choked voice.",아이린 하고 그녀는 목메인 소리로 말했다.,"""choked""가 [목메인]으로 ""voice""를 수식하도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
670,10202020100,My grandfather brought a package wrapped tightly with oiled paper.,할아버지는 기름종이로 단단히 포장한 꾸러미 하나를 가지고 오셨다.,"""wrapped tightly~""가 ""package""를 수식하도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
671,10202020100,The Lost Stamp,잃어버린 우표,"""lost""가 [잃어버린]으로 ""lose""의 과거분사 형태로 ""stamp""를 수식하여 번역이 되었습니까?",,,영어교과서-고교ii-a-1
672,10202020100,This is product designed in Korea.,이것은 한국에서 설계된 제품이다.,"“a product designed""가 [설계된 제품]으로 과거의 사건으로 번역되었습니까?",,,문법책-Hornby
673,10202020100,German is a language spoken in this country.,독일어는 이 나라에서 사용되는 언어이다.,"""a language spoken""이 [사용되는 언어]로, 현재의 습관·진리로 번역되었습니까?",,,문법책-Hornby
674,10202020200,"In stanza two, this imagined question arises only as a feeling within the man.",둘째 연에서는 이 상상된 질문이 작중 화자의 내면에서 느낌으로서만 제기되고 있다.,"""imagined""가 [상상된]으로 과거분사로서 ""question""을 수식하도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
675,10202020200,He had to use his television set as a screen and stored data on audiocassettes.,그는 그의 TV세트를 스크린으로 사용하지 않으면 안되어서 데이터를 오디오카세트에 격납하였다.,"""stored data""가 [데이터를 격납하였다]로 과거의 사항으로 번역되었습니까?",,,문법책-Hornby
676,10202020200,The coffee served by the French waiter was hot and bitter.,프랑스인 급사가 가지고 온 커피는 뜨겁고 맛이 썼다.,"""The coffee served "" [가지고 온 커피]로 [커피]를 수식하면서 수동의 관계로 번역이 되었습니까?",,,문법책-맨투맨
677,10202020200,The moonlight reflected by the leaves looked like spots of silver., 나뭇잎에 반사된 달빛은 마치 은빛 점들과도 같았다.,""" the moonlight reflected by the leaves "" [나뭇잎에 반사된 달빛][달빛]과 수동의 관계로 번역이 되었습니까?",,,문법책-맨투맨
678,10202030101,"After seeing what music did to plants, she wanted to learn more.",음악이 식물에 대해 하는 바를 보고 나서 그녀는 더 알고 싶어졌다.,"""After seeing~""가 [~한바를 보고나서]와 같이 때의 의미를 나타내는 분사구문으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
679,10202030101,"arriving at the station, she found that the bus had already left.","역에 도착했을 때, 그녀는 버스가 이미 출발했다는 것을 알아차렸다.","“Arriving""이 [도착했을 때]로, 때를 나타내는 분사구문으로 번역되었습니까?",,,문법책-Hornby
680,10202030101,"Walking along the street, I met a friend of mine.",거리를 걷다가 나는 내 친구를 만났다.,"""Walking along the street""가 [거리를 걷다가]와 같이 때를 나타내도록 번역이 되었습니까?",,,문법책-성문기본
681,10202030101,"Left alone, I began to read.",혼자 남겨졌을 때 책을 읽기 시작했다.,"""Left alone~""가 [혼자 남겨졌을때]와 같이 시간적인 의미로 번역이 되었습니까?",,,문법책-성문기본
682,10202030101,"Looking behind him, we saw a young couple with anxious but hopeful faces.","그 꼬마 뒤를 보았을 때, 우리는 걱정하면서도 희망에 넘치는 표정의 한 젊은 부부를 보았다.","""Looking behind him""가 [그 꼬마가 뒤를 보았을때]로 ""looking""이 때를 나타내는 분사구문으로 번역이 되었습니까?",,,문법책-맨투맨
683,10202030102,"However, poetry, being a special way of speaking, has a special way of making sense.",그러나 시는 의사를 전달하는 독특한 방법이기 때문에 의미가 통하는 독특한 방법을 가지고 있다.,분사구문이 [~이기 때문에]라고 이유를 나타내도록 번역되었습니까?,,,영어교과서-고교ii-a-1
684,10202030102,"Then, I sat up straight, jolted by what I was hearing.",그 순간 나는 내가 들은 내용에 충격을 받고 앉은 자세를 바로했다.,"""jolted by what I was hearing""가 [내가 들은 것에 충격을 받고]로 이유를 나타내도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
685,10202030102,"Not knowing what to do, she asked me for help.",무엇을 해야 하는지 알지 못했기 때문에 그녀는 나에게 도움을 청했다.,"""Not knowing""이 [알지 못했기 때문에]로 이유의 분사구문으로 번역되었습니까?",,,문법책-Hornby
686,10202030103,"Turning to the left, you will find the park.",왼쪽으로 돌면 공원을 발견할 것이다.,"""Turning""이 [돌면]으로 조건의 분사구문으로 번역되었습니까?",,,문법책-Hornby
687,10202030103,"Following step (13), (15) can be postponed until tomorrow.",스텝(13)에 따르면 (15)는 내일로 연기할 수 있다.,"""Following step(13)""이 [스텝(13)에 따르면]으로 조건을 나타내는 절로 번역되었습니까?",,,문법책-Hornby
688,10202030103,"Tired, I went to bed early.",피곤해서 일찍 자러 갔다.,"""Tired~""가 [피곤해서~했다]와 같이 이유를 나타내는 분사구문으로 번역이 되었습니까?",,,문법책-성문기본
689,10202030103,"Turning to the right, you will find the post-office.",오른쪽으로 돌면 우체국이 있을 것입니다.,"""Turning to the right,~""가 [~하면~할것이다]와 같이 조건의 분사구문으로 번역이 되었습니까?",,,문법책-성문기본
690,10202030103,"Some books, read carelessly, will do more harm than good.","어떤 책들은, 부주의하게 읽으면, 이익보다는 해가 된다.",""" read carelessly""가 [부주의하게 읽으면]과 같이 조건의 분사구문으로 번역이 되었습니까?",,,문법책-성문기본
691,10202030104,"Acknowledging what you say, I still can't believe it.","당신이 말하는 것은 알겠는데, 나는 아직 그것을 믿을 수 없다.","""Acknowledgin""이 [알겠는데]로 양보의 분사구문으로 번역되었습니까?",,,문법책-Hornby
692,10202030104,"Admitting what you say, I still don't believe it.",네가 말한 것을 인정은 하지만 나는 여전히 그걸 믿을 수 없다.,"""Admitting~, I still don't believe""가 [~한것은 인정은 하지만~나는 믿을 수 없다]와 같이 ""admitting""이하가 양보의 의미로 번역이 되었습니까?",,,문법책-성문기본
693,10202030104,"Born of the same parents, they bear no resemblance to each other.","같은 부모에게서 태어났지만, 그들은 서로 닮은 데가 없다.","""Born of the same parents~"" 가 [같은 부보에게서 태어났지만~닮은데가 없다]와 같이 양보의 의미로 번역이 되었습니까?",,,문법책-성문기본
694,10202030105,"""Be quiet, Steve,"" said his mother knitting her brows.","""조용히 해, 스티브"" 하고 그의 어머니는 눈살을 찌푸리면서 말했다.","""knitting her brows""가 [눈쌀을 찌푸리면서]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
695,10202030105,"""It still isn't fair,"" he muttered, kicking the veranda railing.","그는 베란다의 난간을 발길로 차면서 ""아무래도 불공평한 일이야,"" 라고 중얼거렸다.","""kicking~""가 [~을 발로 차면서]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
696,10202030105,"""Oh, Dr. Akram?"" said Mrs. Evans, surprised.","아, 아크람 의사요? 에반스 부인이 놀라서 말했다.","""surprised""가 [놀라서]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
697,10202030105,"Our train starts at six, arriving in Paris at ten.",우리들의 열차는 6시에 출발해서 10시에 파리에 도착한다.,"""starts∼, arriving""이 [출발해서 ∼도착한다]로, 계기(繼起)의 분사구문으로 번역되었습니까?",,,문법책-Hornby
698,10202030105,"Walking on tiptoe, I approached the window.","발끝으로 살살 걸어, 나는 창가에 다가갔다.","""Walking on tiptoe~""가 [발끝으로 살살걸어~했다]와 같이 동시동작을 나타내는 부대상황으로 번역이 되었습니까?",,,문법책-성문기본
699,10202030105,"Singing and dancing together, we had a good time.",함께 노래하며 춤추며 우리는 재미있게 놀았다.,"""Singing and dancing~""가 [노래하며 춤추며] 와 같이 동시동작을 나타내는 부대상황으로 번역이 되었습니까?",,,문법책-성문기본
700,10202030105,"I blushed and then retreated, saying I felt seasick.","나는 얼굴을 붉히고서, 뱃멀미가 난다고 말하면서 물러났다."," "" saying I felt seasick""이 [뱃멀미가 난다고 말하면서]로 ""saying""이하가 부대상황을 나타내는 분사구문으로 번역이 되었습니까?",,,문법책-맨투맨
701,10202030200,"Night coming on, we started to the trip.",밤이 오고 우리들은 여행하러 출발했다.,"""Night coming on""이 [밤이 오고]로 번역되었습니까?",,,문법책-Hornby
702,10202030200,"The sun having set, we gave up looking for them.",해가 지자 우리는 그들을 찾는 것을 포기했다.,"""The sun having set""이 [해가 지자]와 같이 시간적의미의 분사구문으로 번역이 되었습니까?",,,문법책-성문기본
703,10202030200,"It being fine, we went for a walk.",날씨가 좋아서 우리는 산책하러 나갔다.,"""It being fine~""가 [날씨가 좋아서~했다]와 같이 원인의 의미를 표현하는 분사구문으로 번역이 되었습니까?",,,문법책-성문기본
704,10202030200,"We shall start tomorrow, weather permitting.",날씨가 허락한다면 내일 출발할 것이다.,"""weather permitting""가 [날씨가 허락된다면]과 같이 조건의 의미를 가진 분사구문으로 번역이 되었습니까?",,,문법책-성문기본
705,10202030200,"He was reading a book, his wife knitting beside him.","그는 책을 읽고 있었고, 그의 부인은 남편 옆에서 뜨게질을 하고 있었다.","""his wife knitting~""가 [그의 부인은 남편 옆에서 뜨게질을 하고 있었다]와 같이 분사구문으로 번역이 되었습니까?",,,문법책-성문기본
706,10203020000,He greeted the king and continued digging.,그는 임금에게 인사를 하고는 땅 파는 일을 계속했다.,"""digging""이 [땅파는 것]으로 동명사로서 번역이 되었습니까?",,,영어교과서-고교ii-a-1
707,10203020000,People seem to love spreading bad news.,사람들은 나쁜 소식을 퍼뜨리기를 좋아하는 것 같다.,"""spreading bad news""가 [나쁜소식을 퍼트리는것]으로 ""love""의 목적어로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
708,10203020000,Why then did the poet choose to avoid saying it?,그러면 왜 이 시인은 그렇게 말하는 것을 굳이 피하였는가?,"""saying it""이 ""avoid""의 목적어로 [그것을 말하는 것]이라고 번역이 되었습니까?",,,영어교과서-고교ii-a-1
709,10203020000,Smoking is bad for the health.,흡연하는 것은 건강에 나쁘다.,"“Smoking""이 [흡연하는 것]으로 주어로서 번역되었습니까?",,,문법책-Hornby
710,10203020000,I like playing baseball.,나는 야구를 하는 것을 좋아한다.,"""like playing baseball""이 [야구를 하는 것을 좋아한다]로 [야구를 하는 것]이 [좋아한다]의 목적어로 번역되었습니까?",,,문법책-Hornby
711,10203030000,He went to a smoking room.,그는 끽연하기 위한 방으로 갔다.,"""a smoking room""이 [끽연하기 위한 방]으로 [방]의 목적으로서 번역되었습니까?",,,문법책-Hornby
712,10203030000,It is no use talking.,말해도 아무 소용이 없다.,"“no use talking""이 [말해도 아무 것도 되지 않는다]로 무익하다는 것을 나타내도록 번역되었습니까?",,,문법책-Hornby
713,10203030000,There is no marching forward.,아무리해도 전진하는 것은 불가능하다.,[아무리해도 전진하는 것은 불가능하다]로 불가능의 의미로 번역되었습니까?,,,문법책-Hornby
714,10203030000,It goes without saying that honesty is the best policy.,정직이 최선의 정책이라는 것은 말할 필요도 없다.,"""It goes without saying""이 [말할 필요도 없다]로 번역되었습니까?",,,문법책-Hornby
715,10203030000,He was on the point of running.,그는 정말로 달리려고 하고 있었다.,"""on the point of running""이 [정말로 달리려고 하고]로 번역되었습니까?",,,문법책-Hornby
716,10203040000,The sitting room of Mr. Amory's house in London.,런던의 아모리 씨 집의 거실.,"""the sitting room""이 [거실]로 ""sitting""이 동명사적 용법으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
717,10203040000,Mr. John was named chief operating officer.,죤씨는 직원을 장악하는 치프로 명명되었다.,"""chief operating officer""가 [직원을 장악하는 치프]로 번역되었습니까?",,,문법책-Hornby
718,10203040000,But the use of diving suits has increased the number of beds that can be fished.,그러나 잠수복의 사용으로 채취될 수 있는 번식소의 수를 증가시켰다.," ""diving suits""이 [잠수하기 위해 입는 옷]으로 [옷]의 용도으로서 번역되었습니까?",,,문법책-맨투맨
719,10203040000,"""You know I can't hear without my hearing aid.""","""내가 보청기 없이는 들을 수 없다는 걸 당신은 알지 않소.""","""hearing aid""는 [듣기위한 기계]으로 [기계]의 목적,용도로서 번역되었습니까?",,,문법책-맨투맨
720,10204000000,"""What in the world can you do with music and plants?"" asked Mrs. Retallack.",도대체 음악과 식물로 무엇을 할 수 있단 말입니까? 하고 레텔렉 부인은 물었다.,"""in the world""가 [도대체]로 의문사 뒤에서 문장을 강조하여 번역이 되었습니까?",,,영어교과서-고교ii-a-1
721,10204000000,A man is on his way somewhere at nightfall.,한 사람이 해질녘에 어딘가를 가고 있는 중이다.,"""be on one's way~""가 [~를 가고 있는 중이다]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
722,10204000000,"After all, face-reading is more fun than real.","관상을 보는 것은, 결국은, 실제로 맞는다기보다는 재미로 보는 것이니까.","""after all""이 [결국]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
723,10204000000,All right.,좋아요.,"""all right""가 [좋습니다]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
724,10204000000,An electric typewriter would be of no use to me in getting this job done.,이 일을 처리하는 데 전동 타자기는 내게 소용이 없을 것이다.,"""of no use""가 [소용이 없는]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
725,10204010200,Have you finished your breakfast yet?,아침식사를 벌써 끝냈니?,"""Have you finished ~""가 [~끝냈니?]와 같이 현재까지의 동작이 완료 상태의 의미로 번역이 되었습니까?",,,문법책-성문기본
726,10204010200,Have you ever climbed Mt. Halla?,한라산에 오른 적이 있습니까?,"""Have you ever climbed~""가 [오른적이 있다]와 같이 [오른경험이 있다]로 현재까지의 경험을 나타내도록 번역이 되었습니까?",,,문법책-성문기본
727,10204010200,I have been to Honolulu.,나는 Honolulu에 가 본적이 있다.,"""I have been to Honolulu""가 [나는 Honolulu에 가 본적이 있다]와 같이 [~가본 경험이 있다]는 의미로 번역이 되었습니까?",,,문법책-성문기본
728,10204010200,I have lost my watch.,나는 시계를 잃어 버렸다.,"""I have lost my watch.""가 [나는 시계를 잃어 버렸다.]와 같이 [잃어버린 결과 지금은 없다]의 의미로 번역이 되었습니까?",,,문법책-성문기본
729,10204010200,He has been dead for seven years.,그가 죽은지 7년이 됬다.,"""He has been dead for seven years.""가 [그는 7년동안 죽어있었다]와 같이 [과거에도 그랬고 지금도 죽은 상태가 계속되고 있다]의 의미로 번역이 되었습니까?",,,문법책-성문기본
730,10204030100,I shall have finished it when you come home.,네가 집에 올때까지는 나는 그것을 끝냈을 것이다.,"""shall have finished~when you come home""가 [네가 집에 올때까지~끝냈을 것이다]와 같이 미래의 어느 일정한 시점까지 [완료했을 것이다]라는 의미로 번역이 되었습니까?",,,문법책-성문기본
731,10204030100,I shall have read this book three times if I read it again.,내가 다시 이책을 읽으면 나는 이책을 세번 읽게 된다.,"""shall have read~if I read it again ""이 [~다면~읽게된다]와 같이 미래의 어느 일정한 시점까지 [읽는것을 경험하게 된다]의 의미로 번역이 되었습니까?",,,문법책-성문기본
732,10204030100,He will have been in hospital for three weeks by next Mondays.,다음 월요일까지 그는 3주동안 입원한 셈이 된다.,"""will have been in hospital~by next Mondays""이 [다음주 월요일 까지 입원한 셈이 된다]와 같이 미래의 어느 한 시점까지 [입원한 상태까 계속된다]의 의미로 번역이 되었습니까?",,,문법책-성문기본
733,10204030300,Where are you spending your next summer vacation?,다음 여름 휴가를 어디에서 보낼 것입니까?,"""are spreading~?""이 [보낼 것입니까?], 미래의 한 시점에서 진행되고 있는 것을 표현하도록 번역이 되었습니까?",,,문법책-성문기본
734,10205010000,"In these 3 years, 2.5 billion pencils were sold.",이 3년간 25억 자루의 연필이 팔렸다.,"""2.5 billion""이 [25억]으로, 자연스럽게 올바른 수치로 번역되었습니까?",,,문법책-Hornby
735,10205020100,Martin brings two drinks and gives them to Ramsay and Amory.,마틴은 마실 것을 두 잔 가져다가 램지와 아모리에게 준다.,"""two drinks""가 [마실것 두잔]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
736,10205020100,"In these 3 years, 2.5 billion pencils were sold.",이 3년간 25억 자루의 연필이 팔렸다.,"""2.5 billion pencils""이 [25억 자루의 연필]로, 자연스럽게 단위명사 생성이 되어 번역되었습니까?",,,문법책-Hornby
737,10205020100,I have three pencils in my bag.,나는 가방 안에 연필을 3자루 가지고 있다.,"“three pencils""가 [연필이 3자루]로, 연필의 자루 수를 세는 형태로 번역되었습니까?",,,문법책-Hornby
738,10205020100,There are two hundred men.,200명의 남자들이 있다.,"“two hundred men""이 [200명의 남자]라고 하는 의미로 번역되었습니까?",,,문법책-Hornby
739,10205020100,"From that time on, I became fond of poetry and I have read more than 100 poems so far.",그 뒤부터 나는 시를 좋아하게 되었고 지금까지 나는 1백 편 이상의 시를 읽었다.,"""100 poems""가 [100 편의 시]로 단위명사 생성이 되어 번역되었습니까?",,,영어교과서-고교ii-a-1
740,10205020100,Three Questions,세 가지 질문,"""three""가 [세가지]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
741,10205020100,He has two bicycles.,그는 2대의 자전거를 가지고 있다.,"“ two bicycles ""가 [ 2대의 자전거]로, 자전거의 수를 세는 형태로 번역되었습니까?",,,문법책-Hornby
742,10205020200,At last it was September 17.,드디어 9월 17일이 되었다.,"""September 17""이 [9월 17일]로 번역되었습니까?",,,영어교과서-고교ii-a-1
743,10205020200,"Between 1820 and 1974, for example, as many as 50 million people immigrated to the United States.","예컨대, 1820년에서 1974년 사이에 5천만 명이나 미국에 이주했다.","""1820"" 과 ""1974""가 [1820년,1974년]으로 년도를 나타내도록 번역되었습니까?",,,영어교과서-고교ii-a-1
744,10205020200,"In October 1783, the Montgolfier brothers sent up their hot-air balloon.",1783년 10월에 몽골피에 형제는 더운 공기 기구를 띄워 올렸다.,"""In October 1783""이 [1783년 10월에]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
745,10205020200,"In the late 1400's, Europeans began to turn their eyes toward the American continent.",1400년대 말경에 유럽인들은 미대륙에 눈을 돌리기 시작했다.,"""1400's""가 [1400년대]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
746,10205020200,I met him at 2:30 p.m.,나는 오후 2시 30분에 그를 만났다.,"""2:30 p.m.""이 [오후 2시 30분]으로 시간으로 번역되었습니까?",,,문법책-Hornby
747,10205020200,I wrote the first letter on October the 13th.,나는 첫 편지를 10월 13일에 썼다.,"""October the 13th""가 [10월 13일]로 월일로 번역되었습니까?",,,문법책-Hornby
748,10205020200,We met on the third of June.,우리들은 6월 3일에 만났다.,"""the third of June""이 [6월 3일]로 월일로 번역되었습니까?",,,문법책-Hornby
749,10205020200,This kind of business increased in number in the 1950s.,1950년대에 이 종류의 거래수는 증가했다.,"""1950s""가 [1950년대]로 연대로 번역되었습니까?",,,문법책-Hornby
750,10205020200,The accident occurred two days ago.,그 사건은 이틀전에 일어났다.,"""two days""가 [이틀]로,  시간적 의미로 번역이 되었습니까?",,,문법책-성문기본
751,10205020200,"Morse's first message was sent on May 24, 1844.",모르스의 첫 통신은 1844년 5월 24일에 보내어졌다.,"""May 24, 1844""이 [1844년 5월 24일]로 년월일로 번역이 되었습니까?",,,문법책-맨투맨
752,10205020300,"Before the boy was thirteen, death had taken both his parents.",그가 열 세 살도 되기 전에 그의 부모가 모두 돌아가셨던 것이다.," ""before he was thirteen""이 [그가 열세살이 되기 전에] 나이를 나타내도록 번역되었습니까?",,,영어교과서-고교ii-a-1
753,10205020300,"So when he was sixty, he decided to look for a partner.",그래서 예순 살이 되자 그는 함께 일할 동료를 한 명 구하기로 결정했다.,"""sixty""가 [예순살]로 나이를 나타내도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
754,10205020300,"There were only two children, about six and eight.",아이는 대략 여섯 살과 여덟 살쯤 된 둘뿐이었다.,"""about six and eight""가 [대략 여섯살과 여덟 살쯤 된]으로 연령을 나타내도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
755,10205020300,"When Ralph was thirteen, he would probably quit school and go to work like other neighborhood boys.",랠프가 열 세 살이 되었을 때 그는 어쩌면 다른 동네 아이들처럼 학교를 그만두고 일을 나가야 할 것 같았다.,"""thirteen""가 [열세살]로 연령을 나타내도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
756,10205020300,Mr. Smith is 35 years old.,스미스씨는 35세이다.,"""35 years old""가 [35세]로 연령으로 번역되었습니까?",,,문법책-Hornby
757,10205020300,The mayor is in his late thirties.,그 시장은 30대 후반이다.,"""his late thirties""가 [30대 후반]으로 사람의 연령의 범위로 번역되었습니까?",,,문법책-Hornby
758,10205020400,He may give me two or three hundred pounds for this stamp.,그가 이 우표값으로 나에게 이삼백 파운드를 줄지도 몰라.,"""two or three hundred pounds""가 [이삼백파운드]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
759,10205020400,They had only three and a half dollars in total.,그들은 전부해서 3달러 50센트밖에 가지고 있지 않았다.,"""three and a half dollars""가 [3달러 50센트]로 전체의 금액을 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
760,10205020400,Fifty dollars a week is a small sum to him.,일주일에 50달러는 그에게는 적은 액수이다.,"""Fifty dollars""가  액수를 나타내는 하나의 단위로 의미하도록 번역되었습니까?",,,문법책-Hornby
761,10205020400,"""That is forty cents,"" said the farmer.","""그 참외는 40센트야.""하고 농부가 대답했다.","""forty cents""가 [40센트]로, 금액으로 번역이 되었습니까?",,,문법책-맨투맨
